"Does the following tweet have positive sentiment to the Twitter company ? 
Tried explaining #Twitter to my mom, but her ""why would you want to do that?"" argument was pretty bulletproof. #igiveup","[""yes"", ""no""]"
"Does the following tweet have positive sentiment to the Microsoft company ? 
Really hate the #Microsoft #mcp site","[""yes"", ""no""]"
"Does the following tweet have positive sentiment to the Twitter company ? 
@Licia0321 Damn what the hell, I think my #Twitter might need a damn #Exorcist!!","[""yes"", ""no""]"
"Does the following tweet have positive sentiment to the Apple company ? 
Been off twitter for a few days as I smashed my iPhone but @apple were very nice and gave me a new one :)","[""yes"", ""no""]"
"Does the following tweet have positive sentiment to the Google company ? 
Presentation fail. #Google #Samsung","[""yes"", ""no""]"
"Does the following tweet have positive sentiment to the Twitter company ? 
Apples to oranges maybe, but #Twitter is way more engaging than #FB. Content vs. Stalkerismo","[""yes"", ""no""]"
"Does the following tweet have positive sentiment to the Microsoft company ? 
#Microsoft Lync crash issue on #Mac OS X 10.7.2 [Fixed] - http://t.co/rzucFejc","[""yes"", ""no""]"
"Does the following tweet have positive sentiment to the Microsoft company ? 
Is #Google Down? http://t.co/wFrzKYsN via @Ejunkie Good for #Bing, #Microsoft ®πs investments paying off","[""yes"", ""no""]"
"Does the following tweet have positive sentiment to the Microsoft company ? 
When #Microsoft ""violated U.S. antitrust laws""®πleaving #Netscape out of business & #Novell wounded®πit played ""dumb"". http://t.co/0WHHmAK4","[""yes"", ""no""]"
"Does the following tweet have positive sentiment to the Apple company ? 
@apple took my Siri and made it exclusive to iPhone 4S  #SoRude","[""yes"", ""no""]"
"Does the following tweet have positive sentiment to the Apple company ? 
@bkad5161 than apologize to @apple ;)","[""yes"", ""no""]"
"Does the following tweet have positive sentiment to the Apple company ? 
Smashed yet another #iPhone screen. When are @apple gonna make the phone more durable!!! Tired of fixing it myself!!!","[""yes"", ""no""]"
"Does the following tweet have positive sentiment to the Apple company ? 
@apple  why don't you guys test your upgrades before you put them out. 15 1/2 hrs u guys wasted of my time yesterday. Thanks.","[""yes"", ""no""]"
"Does the following tweet have positive sentiment to the Apple company ? 
ugh! @apple, you®πre reservation page for the iPhone is NOT working.","[""yes"", ""no""]"
"Does the following tweet have positive sentiment to the Apple company ? 
Amazing new @Apple iOs 5 feature.  http://t.co/jatFVfpM","[""yes"", ""no""]"
"Does the following tweet have positive sentiment to the Twitter company ? 
#stupid fucking #Twitter #Twitterapp give me my Damn #mentions NOOWWWWWW!!!!! UGH! #DRAWLIN AS ALWAYS #TMW #PROMOALLDAY #FOLLOWLIMITISGAY TO","[""yes"", ""no""]"
"Does the following tweet have positive sentiment to the Apple company ? 
@Apple #iOS5 NONSTOP DROPPED CALLS&MUTE BUTTON RANDOMLY ACTIVATING&PERSON CANT HEAR ME, PULL PHONE FROM EAR TO BE ON A ""MOBILE ME"" SCREEN","[""yes"", ""no""]"
"Does the following tweet have positive sentiment to the Google company ? 
Ice Cream Sandwich's Face Unlock really works! http://t.co/2SjN2BzZ #icecreamsandwich #google #galaxynexus","[""yes"", ""no""]"
"Does the following tweet have positive sentiment to the Apple company ? 
Hey @apple, if you send me a free iPhone (any version will do), I will publicly and ceremoniously burn my #BlackBerry.","[""yes"", ""no""]"
"Does the following tweet have positive sentiment to the Apple company ? 
It would be great If @Apple would send my new phone. #frustrated","[""yes"", ""no""]"
"Does the following tweet have positive sentiment to the Apple company ? 
@apple, 
No, I won't wait until thursday for an available appointment just so a 'genius' can tell me I'm shit out of luck. #now","[""yes"", ""no""]"
"Does the following tweet have positive sentiment to the Microsoft company ? 
How #Apple eclipsed #Microsoft. http://t.co/WU9bFI1h","[""yes"", ""no""]"
"Does the following tweet have positive sentiment to the Microsoft company ? 
How #apple eclipsed #microsoft http://t.co/4bWXJaDg by @charlesarthur #business @guardian","[""yes"", ""no""]"
"Does the following tweet have positive sentiment to the Twitter company ? 
#twitter :)","[""yes"", ""no""]"
"Does the following tweet have positive sentiment to the Apple company ? 
Houston we have a problem!! My iPad has been restoring for 12+ hours after installing @apple IOS5. This can't be right....","[""yes"", ""no""]"
"Does the following tweet have positive sentiment to the Apple company ? 
Clarence Thomas must have designed the new OSX lion, tossing decades of workflow standards, @apple bring back ®πsave as®π! #autoSaveSucks","[""yes"", ""no""]"
"Does the following tweet have positive sentiment to the Twitter company ? 
#Twitter, will you please fix this RT problem?","[""yes"", ""no""]"
"Does the following tweet have positive sentiment to the Microsoft company ? 
@theresamarosy bc #IE , like everything #Microsoft makes is junk and super prone to crashing.","[""yes"", ""no""]"
"Does the following tweet have positive sentiment to the Twitter company ? 
#Twitter is interesting 24hrs a day. #Facebook is interesing 2hrs a day.","[""yes"", ""no""]"
"Does the following tweet have positive sentiment to the Twitter company ? 
#Twitter &gt; #Facebook","[""yes"", ""no""]"
"Does the following tweet have positive sentiment to the Apple company ? 
@apple: Multiple times siri is ""having trouble connecting to the network.""  Siri needs servers (and some exercise!)","[""yes"", ""no""]"
"Does the following tweet have positive sentiment to the Microsoft company ? 
Another Gem from #Microsoft - Curate your personal history with  ""Project Greenwich"".  Available later this month. http://t.co/KgNrbVgp","[""yes"", ""no""]"
"Does the following tweet have positive sentiment to the Twitter company ? 
Well... @Paging_Dr_A has gotten back on #twitter.. there goes my TL lol","[""yes"", ""no""]"
"Does the following tweet have positive sentiment to the Apple company ? 
@apple..good ipad","[""yes"", ""no""]"
"Does the following tweet have positive sentiment to the Google company ? 
Me too RT @MohamedG: Exciting day, It's Ice cream Sandwich day ;) #Google #Android","[""yes"", ""no""]"
"Does the following tweet have positive sentiment to the Microsoft company ? 
#Skype is underwhelming: I use skype. It was recently bought by #Microsoft for  $8.5 billion. As such it has a v... http://t.co/Xli2bR42","[""yes"", ""no""]"
"Does the following tweet have positive sentiment to the Twitter company ? 
WHY DFF IS #TWITTER STILL LAGGIN ON SHOWIN WHO RETWEETS UR SHITT","[""yes"", ""no""]"
"Does the following tweet have positive sentiment to the Google company ? 
So so excited for all of the new Android features! Awesomeness :) #Android #ICS #Google #GalaxyNexus","[""yes"", ""no""]"
"Does the following tweet have positive sentiment to the Google company ? 
Well the event is now over, time to change my pants #Google #Android #Samsung #Jizz","[""yes"", ""no""]"
"Does the following tweet have positive sentiment to the Microsoft company ? 
Hey parents! Did you know about the free tools from #Microsoft that help keep your kids safe online? Live Family Safety http://t.co/muuWbGPn","[""yes"", ""no""]"
"Does the following tweet have positive sentiment to the Apple company ? 
Time to go get my iPhone 4s.  Looking forward to sticking it to the man by no longer paying for most texts.  Thanks @apple.","[""yes"", ""no""]"
"Does the following tweet have positive sentiment to the Apple company ? 
@apple why does #iPhone4 plus #iOS5 equal half the battery life?","[""yes"", ""no""]"
